Cuisine,Ingredient,Frequency
Czech,lemon juice,5
Filipino,lemon juice,11
Cuban,lemon juice,12
Belgian,lemon juice,12
Costarican,lemon juice,5
Guatemalan,lemon juice,1
Finnish,lemon juice,9
Moroccan,lemon juice,138
Iranian Persian,lemon juice,26
Turkish,lemon juice,35
Portuguese,lemon juice,24
Hungarian,lemon juice,11
Georgian,lemon juice,4
Brazilian,lemon juice,13
Nigerian,lemon juice,4
Ethiopian,lemon juice,6
Ecuadorean,lemon juice,1
Peruvian,lemon juice,8
Egyptian,lemon juice,27
Argentine,lemon juice,10
Chilean,lemon juice,4
Malaysian,lemon juice,2
Nepalese,lemon juice,5
Vietnamese,lemon juice,7
Palestinian,lemon juice,16
Norwegian,lemon juice,17
Austrian,lemon juice,10
Libyan,lemon juice,9
Angolan,lemon juice,1
Korean,lemon juice,2
Cambodian,lemon juice,1
Mongolian,lemon juice,
Northamerican,parmesan cheese,2379
Mexican,parmesan cheese,82
American,parmesan cheese,1641
Canadian,parmesan cheese,283
Hawaiian,parmesan cheese,5
South Eestern United States,parmesan cheese,73
Asian,parmesan cheese,37
Indian,parmesan cheese,7
German,parmesan cheese,19
European,parmesan cheese,3261
Italian,parmesan cheese,2501
Southern United States,parmesan cheese,282
Indonesian,parmesan cheese,
Pacific North West,parmesan cheese,51
Polish,parmesan cheese,5
Chinese,parmesan cheese,2
British Columbian,parmesan cheese,55
Danish,parmesan cheese,1
Scandinavian,parmesan cheese,13
Swiss,parmesan cheese,15
Swedish,parmesan cheese,5
French,parmesan cheese,142
African,parmesan cheese,21
Australian,parmesan cheese,170
English,parmesan cheese,39
Quebec,parmesan cheese,3
Middle Eastern,parmesan cheese,12
Lebanese,parmesan cheese,
Greek,parmesan cheese,174
South American,parmesan cheese,51
Russian,parmesan cheese,6
Japanese,parmesan cheese,3
Puertorican,parmesan cheese,2
Spanish,parmesan cheese,19
Irish,parmesan cheese,9
Thai,parmesan cheese,
Polynesian,parmesan cheese,1
Iraqi,parmesan cheese,2
Pakistani,parmesan cheese,
Scottish,parmesan cheese,4
South African,parmesan cheese,
Colombian,parmesan cheese,2
Welsh,parmesan cheese,4
Czech,parmesan cheese,1
Filipino,parmesan cheese,
Cuban,parmesan cheese,5
Belgian,parmesan cheese,3
Costarican,parmesan cheese,3
Guatemalan,parmesan cheese,
Finnish,parmesan cheese,3
Moroccan,parmesan cheese,5
Iranian Persian,parmesan cheese,1
Turkish,parmesan cheese,1
Portuguese,parmesan cheese,3
Hungarian,parmesan cheese,6
Georgian,parmesan cheese,
Brazilian,parmesan cheese,13
Nigerian,parmesan cheese,
Ethiopian,parmesan cheese,
Ecuadorean,parmesan cheese,2
Peruvian,parmesan cheese,4
Egyptian,parmesan cheese,2
Argentine,parmesan cheese,8
Chilean,parmesan cheese,3
Malaysian,parmesan cheese,
Nepalese,parmesan cheese,
Vietnamese,parmesan cheese,1
Palestinian,parmesan cheese,
Norwegian,parmesan cheese,
Austrian,parmesan cheese,4
Libyan,parmesan cheese,
Angolan,parmesan cheese,2
Korean,parmesan cheese,1
Cambodian,parmesan cheese,
Mongolian,parmesan cheese,
Northamerican,Unnamed: 18,
Mexican,Unnamed: 18,
American,Unnamed: 18,
Canadian,Unnamed: 18,
Hawaiian,Unnamed: 18,
South Eestern United States,Unnamed: 18,
Asian,Unnamed: 18,
Indian,Unnamed: 18,
German,Unnamed: 18,
European,Unnamed: 18,
Italian,Unnamed: 18,
Southern United States,Unnamed: 18,
Indonesian,Unnamed: 18,
Pacific North West,Unnamed: 18,
Polish,Unnamed: 18,
Chinese,Unnamed: 18,
British Columbian,Unnamed: 18,
Danish,Unnamed: 18,
Scandinavian,Unnamed: 18,
Swiss,Unnamed: 18,
Swedish,Unnamed: 18,
French,Unnamed: 18,
African,Unnamed: 18,
Australian,Unnamed: 18,
English,Unnamed: 18,
Quebec,Unnamed: 18,
Middle Eastern,Unnamed: 18,
Lebanese,Unnamed: 18,
Greek,Unnamed: 18,
South American,Unnamed: 18,
Russian,Unnamed: 18,
Japanese,Unnamed: 18,
Puertorican,Unnamed: 18,
Spanish,Unnamed: 18,
Irish,Unnamed: 18,
Thai,Unnamed: 18,
Polynesian,Unnamed: 18,
Iraqi,Unnamed: 18,
Pakistani,Unnamed: 18,
Scottish,Unnamed: 18,
South African,Unnamed: 18,
Colombian,Unnamed: 18,
Welsh,Unnamed: 18,
Czech,Unnamed: 18,
Filipino,Unnamed: 18,
Cuban,Unnamed: 18,
Belgian,Unnamed: 18,
Costarican,Unnamed: 18,
Guatemalan,Unnamed: 18,
Finnish,Unnamed: 18,
Moroccan,Unnamed: 18,
Iranian Persian,Unnamed: 18,
Turkish,Unnamed: 18,
Portuguese,Unnamed: 18,
Hungarian,Unnamed: 18,
Georgian,Unnamed: 18,
Brazilian,Unnamed: 18,
Nigerian,Unnamed: 18,
Ethiopian,Unnamed: 18,
Ecuadorean,Unnamed: 18,
Peruvian,Unnamed: 18,
Egyptian,Unnamed: 18,
Argentine,Unnamed: 18,
Chilean,Unnamed: 18,
Malaysian,Unnamed: 18,
Nepalese,Unnamed: 18,
Vietnamese,Unnamed: 18,
Palestinian,Unnamed: 18,
Norwegian,Unnamed: 18,
Austrian,Unnamed: 18,
Libyan,Unnamed: 18,
Angolan,Unnamed: 18,
Korean,Unnamed: 18,
Cambodian,Unnamed: 18,
Mongolian,Unnamed: 18,
Northamerican,baking powder,3534
Mexican,baking powder,176
American,baking powder,2300
Canadian,baking powder,466
Hawaiian,baking powder,26
South Eestern United States,baking powder,112
Asian,baking powder,215
Indian,baking powder,43
German,baking powder,117
European,baking powder,1305
Italian,baking powder,196
Southern United States,baking powder,472
Indonesian,baking powder,6
Pacific North West,baking powder,73
Polish,baking powder,17
Chinese,baking powder,34
British Columbian,baking powder,53
Danish,baking powder,36
Scandinavian,baking powder,154
Swiss,baking powder,16
Swedish,baking powder,36
French,baking powder,67
African,baking powder,126
Australian,baking powder,102
English,baking powder,175
Quebec,baking powder,20
Middle Eastern,baking powder,73
Lebanese,baking powder,8
Greek,baking powder,87
South American,baking powder,48
Russian,baking powder,27
Japanese,baking powder,18
Puertorican,baking powder,6
Spanish,baking powder,17
Irish,baking powder,71
Thai,baking powder,3
Polynesian,baking powder,11
Iraqi,baking powder,6
Pakistani,baking powder,2
Scottish,baking powder,68
South African,baking powder,48
Colombian,baking powder,
Welsh,baking powder,13
Czech,baking powder,9
Filipino,baking powder,10
Cuban,baking powder,5
Belgian,baking powder,10
Costarican,baking powder,
Guatemalan,baking powder,
Finnish,baking powder,24
Moroccan,baking powder,5
Iranian Persian,baking powder,5
Turkish,baking powder,5
Portuguese,baking powder,12
Hungarian,baking powder,9
Georgian,baking powder,1
Brazilian,baking powder,16
Nigerian,baking powder,1
Ethiopian,baking powder,2
Ecuadorean,baking powder,
Peruvian,baking powder,1
Egyptian,baking powder,4
Argentine,baking powder,5
Chilean,baking powder,4
Malaysian,baking powder,2
Nepalese,baking powder,1
Vietnamese,baking powder,4
Palestinian,baking powder,2
Norwegian,baking powder,31
Austrian,baking powder,15
Libyan,baking powder,2
Angolan,baking powder,1
Korean,baking powder,
Cambodian,baking powder,1
Mongolian,baking powder,
Northamerican,sour cream,3283
Mexican,sour cream,1143
American,sour cream,1872
Canadian,sour cream,175
Hawaiian,sour cream,15
South Eestern United States,sour cream,442
Asian,sour cream,74
Indian,sour cream,30
German,sour cream,110
European,sour cream,1066
Italian,sour cream,82
Southern United States,sour cream,311
Indonesian,sour cream,
Pacific North West,sour cream,53
Polish,sour cream,75
Chinese,sour cream,5
British Columbian,sour cream,17
Danish,sour cream,11
Scandinavian,sour cream,112
Swiss,sour cream,14
Swedish,sour cream,32
French,sour cream,62
African,sour cream,17
Australian,sour cream,84
English,sour cream,32
Quebec,sour cream,3
Middle Eastern,sour cream,20
Lebanese,sour cream,1
Greek,sour cream,38
South American,sour cream,41
Russian,sour cream,113
Japanese,sour cream,3
Puertorican,sour cream,1
Spanish,sour cream,8
Irish,sour cream,29
Thai,sour cream,5
Polynesian,sour cream,4
Iraqi,sour cream,
Pakistani,sour cream,2
Scottish,sour cream,14
South African,sour cream,3
Colombian,sour cream,2
Welsh,sour cream,
Czech,sour cream,21
Filipino,sour cream,1
Cuban,sour cream,5
Belgian,sour cream,3
Costarican,sour cream,
Guatemalan,sour cream,1
Finnish,sour cream,15
Moroccan,sour cream,2
Iranian Persian,sour cream,5
Turkish,sour cream,2
Portuguese,sour cream,1
Hungarian,sour cream,119
Georgian,sour cream,2
Brazilian,sour cream,4
Nigerian,sour cream,
Ethiopian,sour cream,
Ecuadorean,sour cream,
Peruvian,sour cream,2
Egyptian,sour cream,1
Argentine,sour cream,1
Chilean,sour cream,1
Malaysian,sour cream,1
Nepalese,sour cream,1
Vietnamese,sour cream,
Palestinian,sour cream,
Norwegian,sour cream,22
Austrian,sour cream,16
Libyan,sour cream,
Angolan,sour cream,
Korean,sour cream,
Cambodian,sour cream,
Mongolian,sour cream,
Northamerican,oil,1790
Mexican,oil,326
American,oil,1106
Canadian,oil,121
Hawaiian,oil,18
South Eestern United States,oil,145
Asian,oil,1670
Indian,oil,580
German,oil,73
European,oil,905
Italian,oil,172
Southern United States,oil,306
Indonesian,oil,38
Pacific North West,oil,38
Polish,oil,28
Chinese,oil,309
British Columbian,oil,10
Danish,oil,8
Scandinavian,oil,40
Swiss,oil,12
Swedish,oil,12
French,oil,74
African,oil,228
Australian,oil,194
English,oil,63
Quebec,oil,7
Middle Eastern,oil,132
Lebanese,oil,16
Greek,oil,58
South American,oil,89
Russian,oil,21
Japanese,oil,52
Puertorican,oil,8
Spanish,oil,35
Irish,oil,15
Thai,oil,111
Polynesian,oil,11
Iraqi,oil,14
Pakistani,oil,51
Scottish,oil,21
South African,oil,47
Colombian,oil,8
Welsh,oil,10
Czech,oil,8
Filipino,oil,28
Cuban,oil,9
Belgian,oil,8
Costarican,oil,2
Guatemalan,oil,1
Finnish,oil,9
Moroccan,oil,41
Iranian Persian,oil,23
Turkish,oil,15
Portuguese,oil,9
Hungarian,oil,32
Georgian,oil,
Brazilian,oil,16
Nigerian,oil,4
Ethiopian,oil,6
Ecuadorean,oil,4
Peruvian,oil,17
Egyptian,oil,20
Argentine,oil,7
Chilean,oil,5
Malaysian,oil,23
Nepalese,oil,16
Vietnamese,oil,30
Palestinian,oil,3
Norwegian,oil,5
Austrian,oil,11
Libyan,oil,2
Angolan,oil,
Korean,oil,10
Cambodian,oil,1
Mongolian,oil,
Northamerican,garlic powder,3028
Mexican,garlic powder,502
American,garlic powder,2181
Canadian,garlic powder,173
Hawaiian,garlic powder,10
South Eestern United States,garlic powder,336
Asian,garlic powder,345
Indian,garlic powder,35
German,garlic powder,24
European,garlic powder,814
Italian,garlic powder,413
Southern United States,garlic powder,697
Indonesian,garlic powder,4
Pacific North West,garlic powder,54
Polish,garlic powder,16
Chinese,garlic powder,72
British Columbian,garlic powder,27
Danish,garlic powder,1
Scandinavian,garlic powder,9
Swiss,garlic powder,4
Swedish,garlic powder,4
French,garlic powder,36
African,garlic powder,71
Australian,garlic powder,24
English,garlic powder,29
Quebec,garlic powder,10
Middle Eastern,garlic powder,47
Lebanese,garlic powder,13
Greek,garlic powder,94
South American,garlic powder,38
Russian,garlic powder,9
Japanese,garlic powder,23
Puertorican,garlic powder,9
Spanish,garlic powder,20
Irish,garlic powder,11
Thai,garlic powder,17
Polynesian,garlic powder,7
Iraqi,garlic powder,4
Pakistani,garlic powder,1
Scottish,garlic powder,6
South African,garlic powder,1
Colombian,garlic powder,2
Welsh,garlic powder,1
Czech,garlic powder,4
Filipino,garlic powder,4
Cuban,garlic powder,4
Belgian,garlic powder,4
Costarican,garlic powder,4
Guatemalan,garlic powder,1
Finnish,garlic powder,
Moroccan,garlic powder,24
Iranian Persian,garlic powder,3
Turkish,garlic powder,7
Portuguese,garlic powder,4
Hungarian,garlic powder,11
Georgian,garlic powder,
Brazilian,garlic powder,4
Nigerian,garlic powder,2
Ethiopian,garlic powder,2
Ecuadorean,garlic powder,
Peruvian,garlic powder,3
Egyptian,garlic powder,1
Argentine,garlic powder,2
Chilean,garlic powder,
Malaysian,garlic powder,3
Nepalese,garlic powder,
Vietnamese,garlic powder,4
Palestinian,garlic powder,5
Norwegian,garlic powder,
Austrian,garlic powder,1
Libyan,garlic powder,
Angolan,garlic powder,
Korean,garlic powder,4
Cambodian,garlic powder,
Mongolian,garlic powder,1
Northamerican,garlic clove,1781
Mexican,garlic clove,431
American,garlic clove,963
Canadian,garlic clove,151
Hawaiian,garlic clove,26
South Eestern United States,garlic clove,164
Asian,garlic clove,940
Indian,garlic clove,110
German,garlic clove,31
European,garlic clove,1551
Italian,garlic clove,559
Southern United States,garlic clove,225
Indonesian,garlic clove,16
Pacific North West,garlic clove,11
Polish,garlic clove,9
Chinese,garlic clove,150
British Columbian,garlic clove,18
Danish,garlic clove,3
Scandinavian,garlic clove,29
Swiss,garlic clove,32
Swedish,garlic clove,9
French,garlic clove,144
African,garlic clove,181
Australian,garlic clove,179
English,garlic clove,57
Quebec,garlic clove,10
Middle Eastern,garlic clove,155
Lebanese,garlic clove,21
Greek,garlic clove,232
South American,garlic clove,89
Russian,garlic clove,17
Japanese,garlic clove,63
Puertorican,garlic clove,4
Spanish,garlic clove,112
Irish,garlic clove,18
Thai,garlic clove,84
Polynesian,garlic clove,13
Iraqi,garlic clove,4
Pakistani,garlic clove,6
Scottish,garlic clove,14
South African,garlic clove,5
Colombian,garlic clove,5
Welsh,garlic clove,3
Czech,garlic clove,1
Filipino,garlic clove,8
Cuban,garlic clove,9
Belgian,garlic clove,10
Costarican,garlic clove,1
Guatemalan,garlic clove,4
Finnish,garlic clove,2
Moroccan,garlic clove,51
Iranian Persian,garlic clove,8
Turkish,garlic clove,25
Portuguese,garlic clove,23
Hungarian,garlic clove,20
Georgian,garlic clove,
Brazilian,garlic clove,12
Nigerian,garlic clove,5
Ethiopian,garlic clove,5
Ecuadorean,garlic clove,4
Peruvian,garlic clove,15
Egyptian,garlic clove,15
Argentine,garlic clove,5
Chilean,garlic clove,4
Malaysian,garlic clove,6
Nepalese,garlic clove,1
Vietnamese,garlic clove,30
Palestinian,garlic clove,7
Norwegian,garlic clove,5
Austrian,garlic clove,7
Libyan,garlic clove,5
Angolan,garlic clove,2
Korean,garlic clove,20
Cambodian,garlic clove,4
Mongolian,garlic clove,
Northamerican,celery,2692
Mexican,celery,143
American,celery,1981
Canadian,celery,277
Hawaiian,celery,28
South Eestern United States,celery,122
Asian,celery,397
Indian,celery,36
German,celery,61
European,celery,887
Italian,celery,295
Southern United States,celery,711
Indonesian,celery,13
Pacific North West,celery,62
Polish,celery,26
Chinese,celery,101
British Columbian,celery,40
Danish,celery,4
Scandinavian,celery,23
Swiss,celery,10
Swedish,celery,3
French,celery,67
African,celery,71
Australian,celery,72
English,celery,71
Quebec,celery,11
Middle Eastern,celery,39
Lebanese,celery,7
Greek,celery,58
South American,celery,31
Russian,celery,15
Japanese,celery,18
Puertorican,celery,2
Spanish,celery,30
Irish,celery,41
Thai,celery,23
Polynesian,celery,9
Iraqi,celery,2
Pakistani,celery,
Scottish,celery,18
South African,celery,5
Colombian,celery,1
Welsh,celery,2
Czech,celery,4
Filipino,celery,14
Cuban,celery,8
Belgian,celery,5
Costarican,celery,1
Guatemalan,celery,
Finnish,celery,1
Moroccan,celery,30
Iranian Persian,celery,3
Turkish,celery,8
Portuguese,celery,7
Hungarian,celery,7
Georgian,celery,
Brazilian,celery,4
Nigerian,celery,1
Ethiopian,celery,
Ecuadorean,celery,1
Peruvian,celery,4
Egyptian,celery,4
Argentine,celery,1
Chilean,celery,
Malaysian,celery,1
Nepalese,celery,2
Vietnamese,celery,2
Palestinian,celery,1
Norwegian,celery,3
Austrian,celery,4
Libyan,celery,3
Angolan,celery,
Korean,celery,2
Cambodian,celery,1
Mongolian,celery,
Northamerican,soy sauce,1054
Mexican,soy sauce,54
American,soy sauce,691
Canadian,soy sauce,101
Hawaiian,soy sauce,85
South Eestern United States,soy sauce,46
Asian,soy sauce,3742
Indian,soy sauce,26
German,soy sauce,3
European,soy sauce,135
Italian,soy sauce,20
Southern United States,soy sauce,133
Indonesian,soy sauce,44
Pacific North West,soy sauce,19
Polish,soy sauce,3
Chinese,soy sauce,1000
British Columbian,soy sauce,21
Danish,soy sauce,
Scandinavian,soy sauce,7
Swiss,soy sauce,2
Swedish,soy sauce,6
French,soy sauce,13
African,soy sauce,35
Australian,soy sauce,99
English,soy sauce,4
Quebec,soy sauce,1
Middle Eastern,soy sauce,14
Lebanese,soy sauce,1
Greek,soy sauce,8
South American,soy sauce,35
Russian,soy sauce,4
Japanese,soy sauce,394
Puertorican,soy sauce,5
Spanish,soy sauce,4
Irish,soy sauce,4
Thai,soy sauce,281
Polynesian,soy sauce,45
Iraqi,soy sauce,
Pakistani,soy sauce,2
Scottish,soy sauce,3
South African,soy sauce,6
Colombian,soy sauce,1
Welsh,soy sauce,
Czech,soy sauce,1
Filipino,soy sauce,83
Cuban,soy sauce,4
Belgian,soy sauce,
Costarican,soy sauce,
Guatemalan,soy sauce,
Finnish,soy sauce,
Moroccan,soy sauce,6
Iranian Persian,soy sauce,
Turkish,soy sauce,
Portuguese,soy sauce,1
Hungarian,soy sauce,4
Georgian,soy sauce,
Brazilian,soy sauce,4
Nigerian,soy sauce,
Ethiopian,soy sauce,1
Ecuadorean,soy sauce,
Peruvian,soy sauce,12
Egyptian,soy sauce,2
Argentine,soy sauce,1
Chilean,soy sauce,
Malaysian,soy sauce,22
Nepalese,soy sauce,7
Vietnamese,soy sauce,76
Palestinian,soy sauce,
Norwegian,soy sauce,
Austrian,soy sauce,1
Libyan,soy sauce,
Angolan,soy sauce,
Korean,soy sauce,150
Cambodian,soy sauce,10
Mongolian,soy sauce,7
Northamerican,cinnamon,2418
Mexican,cinnamon,160
American,cinnamon,1561
Canadian,cinnamon,272
Hawaiian,cinnamon,22
South Eestern United States,cinnamon,69
Asian,cinnamon,370
Indian,cinnamon,144
German,cinnamon,111
European,cinnamon,999
Italian,cinnamon,70
Southern United States,cinnamon,253
Indonesian,cinnamon,9
Pacific North West,cinnamon,51
Polish,cinnamon,17
Chinese,cinnamon,11
British Columbian,cinnamon,28
Danish,cinnamon,20
Scandinavian,cinnamon,107
Swiss,cinnamon,19
Swedish,cinnamon,35
French,cinnamon,66
African,cinnamon,323
Australian,cinnamon,72
English,cinnamon,77
Quebec,cinnamon,13
Middle Eastern,cinnamon,191
Lebanese,cinnamon,32
Greek,cinnamon,164
South American,cinnamon,32
Russian,cinnamon,7
Japanese,cinnamon,5
Puertorican,cinnamon,3
Spanish,cinnamon,24
Irish,cinnamon,20
Thai,cinnamon,7
Polynesian,cinnamon,4
Iraqi,cinnamon,7
Pakistani,cinnamon,6
Scottish,cinnamon,25
South African,cinnamon,29
Colombian,cinnamon,1
Welsh,cinnamon,6
Czech,cinnamon,7
Filipino,cinnamon,3
Cuban,cinnamon,7
Belgian,cinnamon,4
Costarican,cinnamon,1
Guatemalan,cinnamon,2
Finnish,cinnamon,18
Moroccan,cinnamon,153
Iranian Persian,cinnamon,35
Turkish,cinnamon,13
Portuguese,cinnamon,13
Hungarian,cinnamon,11
Georgian,cinnamon,2
Brazilian,cinnamon,7
Nigerian,cinnamon,4
Ethiopian,cinnamon,9
Ecuadorean,cinnamon,1
Peruvian,cinnamon,1
Egyptian,cinnamon,18
Argentine,cinnamon,1
Chilean,cinnamon,
Malaysian,cinnamon,1
Nepalese,cinnamon,2
Vietnamese,cinnamon,4
Palestinian,cinnamon,8
Norwegian,cinnamon,13
Austrian,cinnamon,26
Libyan,cinnamon,2
Angolan,cinnamon,
Korean,cinnamon,2
Cambodian,cinnamon,1
Mongolian,cinnamon,
Northamerican,paprika,2114
Mexican,paprika,242
American,paprika,1541
Canadian,paprika,156
Hawaiian,paprika,7
South Eestern United States,paprika,200
Asian,paprika,345
Indian,paprika,132
German,paprika,68
European,paprika,904
Italian,paprika,104
Southern United States,paprika,567
Indonesian,paprika,4
Pacific North West,paprika,43
Polish,paprika,17
Chinese,paprika,13
British Columbian,paprika,21
Danish,paprika,5
Scandinavian,paprika,27
Swiss,paprika,13
Swedish,paprika,8
French,paprika,51
African,paprika,319
Australian,paprika,68
English,paprika,43
Quebec,paprika,7
Middle Eastern,paprika,144
Lebanese,paprika,21
Greek,paprika,52
South American,paprika,59
Russian,paprika,19
Japanese,paprika,13
Puertorican,paprika,2
Spanish,paprika,136
Irish,paprika,9
Thai,paprika,23
Polynesian,paprika,8
Iraqi,paprika,2
Pakistani,paprika,5
Scottish,paprika,7
South African,paprika,5
Colombian,paprika,3
Welsh,paprika,2
Czech,paprika,12
Filipino,paprika,3
Cuban,paprika,11
Belgian,paprika,3
Costarican,paprika,1
